0.586700242,45.80517341,1.38198367,0.190082838,1.892433886,1.210490661,0.192630026,0.013211702,1.490394613,0.994407637,0.526979233,0.586700242,45.80517341,1.38198367,0.190082838,1.892433886,1.210490661,0.192630026
7.376892747,42.17747361,1.289851426,0.209479046,0.773636494,0.99351592,0.256840035,0.027524379,0.042400985,0.913133936,0.535086606,7.376892747,42.17747361,1.289851426,0.209479046,0.773636494,0.99351592,0.256840035
6.78156456,40.516599,1.289851426,0.190082838,0.75280782,1.119132875,0.186455987,0.024221453,0.076321773,0.841421847,0.543193978,6.78156456,40.516599,1.289851426,0.190082838,0.75280782,1.119132875,0.186455987
5.211278619,49.39812087,1.259140677,0.203660184,0.535594496,0.730862286,0.113602323,0.012110727,0.019080443,0.951380384,0.421583386,5.211278619,49.39812087,1.259140677,0.203660184,0.535594496,0.730862286,0.113602323
4.693601935,47.20380466,1.289851426,0.14547156,0.654615495,1.016355366,0.187690795,0.025322428,0.095402216,0.784052176,0.46212025,4.693601935,47.20380466,1.289851426,0.14547156,0.654615495,1.016355366,0.187690795
5.150883006,46.41707459,1.320562174,0.197841321,0.508814771,0.765121456,0.102489053,0.026423404,0.209884874,0.90835313,0.535086606,5.150883006,46.41707459,1.320562174,0.197841321,0.508814771,0.765121456,0.102489053
5.280302177,44.05688435,1.397339044,0.139652697,0.71710152,1.176231491,0.182751564,0.013211702,0.065721526,0.850983459,0.510764487,5.280302177,44.05688435,1.397339044,0.139652697,0.71710152,1.176231491,0.182751564
10.74179119,52.7109152,1.274496051,0.14547156,0.490961621,0.856479241,0.097549821,0.013211702,0.133563102,0.884449101,0.372939149,10.74179119,52.7109152,1.274496051,0.14547156,0.490961621,0.856479241,0.097549821
5.737583248,51.13745505,1.397339044,0.178445113,0.592129471,1.02777509,0.180281948,0.041837056,0.038160886,0.922695548,0.526979233,5.737583248,51.13745505,1.397339044,0.178445113,0.592129471,1.02777509,0.180281948
0.6557238,49.1943394,1.428049793,0.129954593,0.627835771,0.685183393,0.106193476,0.012110727,0.044521034,0.831860235,0.526979233,0.6557238,49.1943394,1.428049793,0.129954593,0.627835771,0.685183393,0.106193476
1.207912263,49.5639949,1.474115915,0.14741118,0.422524547,0.982096197,0.169168677,0.013211702,0.076321773,0.917914742,0.348617031,1.207912263,49.5639949,1.474115915,0.14741118,0.422524547,0.982096197,0.169168677
5.66855969,48.44551676,1.458760541,0.160988526,0.726028095,0.536726991,0.113602323,0.03633218,0.016960394,0.90835313,1.832266256,5.66855969,48.44551676,1.458760541,0.160988526,0.726028095,0.536726991,0.113602323
2.907617375,52.7109152,1.458760541,0.14547156,0.476083997,1.084873706,0.160525022,0.017615602,0.101762363,1.214324711,0.535086606,2.907617375,52.7109152,1.458760541,0.14547156,0.476083997,1.084873706,0.160525022
0.414141347,48.90996404,1.274496051,0.172626251,0.529643446,0.570986161,0.12101117,0.012110727,0.025440591,1.10914698,0.470227623,0.414141347,48.90996404,1.274496051,0.172626251,0.529643446,0.570986161,0.12101117
0.871422418,49.33650389,1.412694418,0.14547156,0.660566545,1.233330107,0.155585791,0.013211702,0.019080443,0.941818772,0.413476013,0.871422418,49.33650389,1.412694418,0.14547156,0.660566545,1.233330107,0.155585791
0.431397237,44.84361443,1.489471289,0.114437627,0.859926719,0.99351592,0.130889633,0.048442907,0.091162117,0.999188443,0.526979233,0.431397237,44.84361443,1.489471289,0.114437627,0.859926719,0.99351592,0.130889633
